name,emission_factor,unit_standard,unit_original,source,region,category,base_year,source_dept,tier,search_text
伸縮膜(LLDPE),3.69,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,伸縮膜(LLDPE) kg 台灣 環保署
苯乙烯-乙烯/丁烯-苯乙烯熱塑性彈性體,4.74,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,苯乙烯-乙烯/丁烯-苯乙烯熱塑性彈性體 kg 台灣 環保署
標籤紙(PET),0.0135,piece,張,Taiwan EPA,TW,Taiwan Local,2023,環境部,1,標籤紙(PET) piece 台灣 環保署
高密度聚乙烯(HDPE),2.21,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,高密度聚乙烯(HDPE) kg 台灣 環保署
聚丙烯(PP),1.95,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,聚丙烯(PP) kg 台灣 環保署
紙棧板,1.01,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,紙棧板 kg 台灣 環保署
角紙,1.02,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,角紙 kg 台灣 環保署
裱面紙板,1.6,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,裱面紙板 kg 台灣 環保署
瓦楞芯紙,0.988,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,瓦楞芯紙 kg 台灣 環保署
牛皮紙,1.22,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,牛皮紙 kg 台灣 環保署
瓦楞紙板(B楞),0.813,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,瓦楞紙板(B楞) kg 台灣 環保署
瓦楞紙板(A楞),1.06,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,瓦楞紙板(A楞) kg 台灣 環保署
瓦楞紙板(AB楞),1.3,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,瓦楞紙板(AB楞) kg 台灣 環保署
單層瓦楞紙箱(加權平均),1.1,m2,平方公尺(m2),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,單層瓦楞紙箱(加權平均) m2 台灣 環保署
單層瓦楞紙箱(B楞，貼箱),1.03,m2,平方公尺(m2),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,單層瓦楞紙箱(B楞，貼箱) m2 台灣 環保署
單層瓦楞紙箱(B楞，釘箱),0.895,m2,平方公尺(m2),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,單層瓦楞紙箱(B楞，釘箱) m2 台灣 環保署
單層瓦楞紙箱(A楞，貼箱),1.11,m2,平方公尺(m2),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,單層瓦楞紙箱(A楞，貼箱) m2 台灣 環保署
單層瓦楞紙箱(A楞，釘箱),1.21,m2,平方公尺(m2),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,單層瓦楞紙箱(A楞，釘箱) m2 台灣 環保署
雙層瓦楞紙箱(AB楞，加權平均),1.46,m2,平方公尺(m2),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,雙層瓦楞紙箱(AB楞，加權平均) m2 台灣 環保署
雙層瓦楞紙箱(AB楞，貼箱),1.33,m2,平方公尺(m2),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,雙層瓦楞紙箱(AB楞，貼箱) m2 台灣 環保署
雙層瓦楞紙箱(AB楞，釘箱),1.69,m2,平方公尺(m2),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,雙層瓦楞紙箱(AB楞，釘箱) m2 台灣 環保署
濃硫酸,0.289,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,濃硫酸 kg 台灣 環保署
偏矽酸鈉,0.887,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,偏矽酸鈉 kg 台灣 環保署
AOS界面活性劑,1.4,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,AOS界面活性劑 kg 台灣 環保署
硫酸酯鹽界面活性劑,1.06,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,硫酸酯鹽界面活性劑 kg 台灣 環保署
焊帶(太陽光電模組材料),12.0,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2023,經濟部標準檢驗局,1,焊帶(太陽光電模組材料) kg 台灣 環保署
單結晶矽電池太陽光電模組(60片6吋)-半切割型(120子片),377.0,片,片,Taiwan EPA,TW,Taiwan Local,2023,經濟部標準檢驗局,1,單結晶矽電池太陽光電模組(60片6吋)-半切割型(120子片) 片 台灣 環保署
太陽光電電場發電,0.00961,kwh,度(kwh),Taiwan EPA,TW,Taiwan Local,2023,經濟部標準檢驗局,1,太陽光電電場發電 kwh 台灣 環保署
潤滑油(未燃燒，2021),1.09,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,潤滑油(未燃燒，2021) kg 台灣 環保署
煤油(未燃燒，2021),0.353,l,公升(L),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,煤油(未燃燒，2021) l 台灣 環保署
煤油使用(2021),2.91,l,公升(L),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,煤油使用(2021) l 台灣 環保署
液化石油氣(未燃燒，2021),0.453,l,公升(L),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,液化石油氣(未燃燒，2021) l 台灣 環保署
液化石油氣(於固定源使用，2021),2.21,l,公升(L),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,液化石油氣(於固定源使用，2021) l 台灣 環保署
天然氣(於固定源使用，2021),2.63,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,天然氣(於固定源使用，2021) m3 台灣 環保署
天然氣(未燃燒，2021),0.519,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,天然氣(未燃燒，2021) m3 台灣 環保署
車用汽油(於移動源使用，2021),2.92,l,公升(L),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,車用汽油(於移動源使用，2021) l 台灣 環保署
車用汽油(於固定源使用，2021),2.88,l,公升(L),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,車用汽油(於固定源使用，2021) l 台灣 環保署
車用汽油(未燃燒，2021),0.604,l,公升(L),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,車用汽油(未燃燒，2021) l 台灣 環保署
柴油(於捕撈移動源使用，2021),3.29,l,公升(L),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,柴油(於捕撈移動源使用，2021) l 台灣 環保署
柴油(於水路運輸移動源使用，2021),3.3,l,公升(L),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,柴油(於水路運輸移動源使用，2021) l 台灣 環保署
柴油(於鐵路運輸與非道路運輸移動源使用，2021),3.56,l,公升(L),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,柴油(於鐵路運輸與非道路運輸移動源使用，2021) l 台灣 環保署
柴油(於公路運輸移動源使用，2021),3.32,l,公升(L),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,柴油(於公路運輸移動源使用，2021) l 台灣 環保署
柴油(於固定源使用，2021),3.29,l,公升(L),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,柴油(於固定源使用，2021) l 台灣 環保署
柴油(未燃燒，2021),0.673,l,公升(L),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,柴油(未燃燒，2021) l 台灣 環保署
燃料油未燃燒(蒸餘油/重油未燃燒，2021),0.764,l,公升(L),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,燃料油未燃燒(蒸餘油/重油未燃燒，2021) l 台灣 環保署
燃料油使用(蒸餘油/重油使用，2021),3.88,l,公升(L),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,燃料油使用(蒸餘油/重油使用，2021) l 台灣 環保署
電力間接碳足跡(2021),0.0973,kwh,度(kwh),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,電力間接碳足跡(2021) kwh 台灣 環保署
電力碳足跡(2021),0.606,kwh,度(kwh),Taiwan EPA,TW,Taiwan Local,2023,環境部,1,電力碳足跡(2021) kwh 台灣 環保署
臺北自來水(2020),0.0948,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,臺北自來水(2020) m3 台灣 環保署
臺灣自來水(2020),0.233,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,臺灣自來水(2020) m3 台灣 環保署
國際海運貨物運輸服務(本國籍貨櫃船，歐美長程航線),0.0649,piece,每個20呎標準貨櫃-每公里(TEU-km),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,國際海運貨物運輸服務(本國籍貨櫃船，歐美長程航線) piece 台灣 環保署
營業小貨車(汽油),0.683,tkm,延噸公里(tkm),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,營業小貨車(汽油) tkm 台灣 環保署
營業小貨車(柴油),0.587,tkm,延噸公里(tkm),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,營業小貨車(柴油) tkm 台灣 環保署
營業大貨車(柴油),0.131,tkm,延噸公里(tkm),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,營業大貨車(柴油) tkm 台灣 環保署
乙二醇,1.81,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,乙二醇 kg 台灣 環保署
通用級聚苯乙烯(GPPS),2.74,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,通用級聚苯乙烯(GPPS) kg 台灣 環保署
氯乙烯單體(VCM),2.26,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,氯乙烯單體(VCM) kg 台灣 環保署
對苯二甲酸(PTA),1.87,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,對苯二甲酸(PTA) kg 台灣 環保署
聚對苯二甲酸乙二酯(PET),2.74,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,聚對苯二甲酸乙二酯(PET) kg 台灣 環保署
太陽能LED燈具,447.0,盞,盞,Taiwan EPA,TW,Taiwan Local,2022,環境部,1,太陽能LED燈具 盞 台灣 環保署
甘蔗吸管,0.00478,piece,支,Taiwan EPA,TW,Taiwan Local,2022,環境部,1,甘蔗吸管 piece 台灣 環保署
PET隔熱膜(2019),9.76,m2,平方公尺(m2),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,PET隔熱膜(2019) m2 台灣 環保署
PET隔熱膜(2017),17.1,m2,平方公尺(m2),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,PET隔熱膜(2017) m2 台灣 環保署
團體膳食服務(不區分供應的對象) (2019),1.29,每人每餐,每人每餐,Taiwan EPA,TW,Taiwan Local,2022,環境部,1,團體膳食服務(不區分供應的對象) (2019) 每人每餐 台灣 環保署
團體膳食服務(不區分供應的對象) (2018),3.97,每人每餐,每人每餐,Taiwan EPA,TW,Taiwan Local,2022,環境部,1,團體膳食服務(不區分供應的對象) (2018) 每人每餐 台灣 環保署
氟化鈣污泥處理服務(物理處理),336.0,mt,公噸(mt),Taiwan EPA,TW,Taiwan Local,2022,中聯資源股份有限公司,1,氟化鈣污泥處理服務(物理處理) mt 台灣 環保署
人造螢石(太空袋裝),584.0,袋,袋,Taiwan EPA,TW,Taiwan Local,2022,中聯資源股份有限公司,1,人造螢石(太空袋裝) 袋 台灣 環保署
鋁錠(散裝),189.0,mt,公噸(mt),Taiwan EPA,TW,Taiwan Local,2022,中聯資源股份有限公司,1,鋁錠(散裝) mt 台灣 環保署
鋁錐(太空袋裝),724.0,袋,袋,Taiwan EPA,TW,Taiwan Local,2022,中聯資源股份有限公司,1,鋁錐(太空袋裝) 袋 台灣 環保署
礦物細料(石灰質細料，散裝),32.4,mt,公噸(mt),Taiwan EPA,TW,Taiwan Local,2022,中聯資源股份有限公司,1,礦物細料(石灰質細料，散裝) mt 台灣 環保署
鐵渣(煤灰礦泥拌合料，散裝),4.61,mt,公噸(mt),Taiwan EPA,TW,Taiwan Local,2022,中聯資源股份有限公司,1,鐵渣(煤灰礦泥拌合料，散裝) mt 台灣 環保署
轉爐石細料(散裝),14.8,mt,公噸(mt),Taiwan EPA,TW,Taiwan Local,2022,中聯資源股份有限公司,1,轉爐石細料(散裝) mt 台灣 環保署
瀝青鋪面用粒料(散裝),9.56,mt,公噸(mt),Taiwan EPA,TW,Taiwan Local,2022,中聯資源股份有限公司,1,瀝青鋪面用粒料(散裝) mt 台灣 環保署
氣冷高爐石級配料(散裝),4.98,mt,公噸(mt),Taiwan EPA,TW,Taiwan Local,2022,中聯資源股份有限公司,1,氣冷高爐石級配料(散裝) mt 台灣 環保署
氣冷轉爐石級配料(散裝),5.77,mt,公噸(mt),Taiwan EPA,TW,Taiwan Local,2022,中聯資源股份有限公司,1,氣冷轉爐石級配料(散裝) mt 台灣 環保署
地質改良處理劑(50公斤，紙袋裝),18.2,包,包,Taiwan EPA,TW,Taiwan Local,2022,中聯資源股份有限公司,1,地質改良處理劑(50公斤，紙袋裝) 包 台灣 環保署
地質改良處理劑(太空袋裝),363.0,袋,袋,Taiwan EPA,TW,Taiwan Local,2022,中聯資源股份有限公司,1,地質改良處理劑(太空袋裝) 袋 台灣 環保署
地質改良處理劑(散裝),359.0,mt,公噸(mt),Taiwan EPA,TW,Taiwan Local,2022,中聯資源股份有限公司,1,地質改良處理劑(散裝) mt 台灣 環保署
新型高爐水泥(50公斤，紙袋裝),25.6,包,包,Taiwan EPA,TW,Taiwan Local,2022,中聯資源股份有限公司,1,新型高爐水泥(50公斤，紙袋裝) 包 台灣 環保署
卜特蘭高爐爐碴水泥(太空袋裝),573.0,袋,袋,Taiwan EPA,TW,Taiwan Local,2022,中聯資源股份有限公司,1,卜特蘭高爐爐碴水泥(太空袋裝) 袋 台灣 環保署
卜特蘭高爐爐碴水泥(散裝),604.0,mt,公噸(mt),Taiwan EPA,TW,Taiwan Local,2022,中聯資源股份有限公司,1,卜特蘭高爐爐碴水泥(散裝) mt 台灣 環保署
飛灰爐石粉(散裝),46.8,mt,公噸(mt),Taiwan EPA,TW,Taiwan Local,2022,中聯資源股份有限公司,1,飛灰爐石粉(散裝) mt 台灣 環保署
混凝土及水泥砂漿用水淬高爐爐碴粉(太空袋裝),59.3,袋,袋,Taiwan EPA,TW,Taiwan Local,2022,中聯資源股份有限公司,1,混凝土及水泥砂漿用水淬高爐爐碴粉(太空袋裝) 袋 台灣 環保署
混凝土及水泥砂漿用水淬高爐爐碴粉(散裝，含轉運),61.3,mt,公噸(mt),Taiwan EPA,TW,Taiwan Local,2022,中聯資源股份有限公司,1,混凝土及水泥砂漿用水淬高爐爐碴粉(散裝，含轉運) mt 台灣 環保署
混凝土及水泥砂漿用水淬高爐爐碴粉(散裝，不含轉運),58.9,mt,公噸(mt),Taiwan EPA,TW,Taiwan Local,2022,中聯資源股份有限公司,1,混凝土及水泥砂漿用水淬高爐爐碴粉(散裝，不含轉運) mt 台灣 環保署
預拌混凝土(350kgf/cm2，飛灰爐石替代率50％),244.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2022,亞東預拌混凝土股份有限公司,1,預拌混凝土(350kgf/cm2，飛灰爐石替代率50％) m3 台灣 環保署
預拌混凝土(350kgf/cm2，飛灰爐石替代率30％),341.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2022,亞東預拌混凝土股份有限公司,1,預拌混凝土(350kgf/cm2，飛灰爐石替代率30％) m3 台灣 環保署
預拌混凝土(280kgf/cm2，飛灰爐石替代率50％),214.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2022,亞東預拌混凝土股份有限公司,1,預拌混凝土(280kgf/cm2，飛灰爐石替代率50％) m3 台灣 環保署
預拌混凝土(280kgf/cm2，飛灰爐石替代率30％),301.0,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2022,亞東預拌混凝土股份有限公司,1,預拌混凝土(280kgf/cm2，飛灰爐石替代率30％) m3 台灣 環保署
精製細砂(25公斤),28.9,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2022,台灣糖業股份有限公司小港廠,1,精製細砂(25公斤) kg 台灣 環保署
精製特砂(50公斤),57.7,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2022,台灣糖業股份有限公司小港廠,1,精製特砂(50公斤) kg 台灣 環保署
精製特砂(25公斤),28.9,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2022,台灣糖業股份有限公司小港廠,1,精製特砂(25公斤) kg 台灣 環保署
精製二砂(25公斤),28.9,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2022,台灣糖業股份有限公司小港廠,1,精製二砂(25公斤) kg 台灣 環保署
轉化液糖(20公噸),23800.0,mt,公噸(mt),Taiwan EPA,TW,Taiwan Local,2022,台灣糖業股份有限公司小港廠,1,轉化液糖(20公噸) mt 台灣 環保署
特製液糖(20公噸),23800.0,mt,公噸(mt),Taiwan EPA,TW,Taiwan Local,2022,台灣糖業股份有限公司小港廠,1,特製液糖(20公噸) mt 台灣 環保署
單結晶矽電池BIPV鋼板太陽光電模組(24片6吋),182.0,片,片,Taiwan EPA,TW,Taiwan Local,2022,經濟部標準檢驗局,1,單結晶矽電池BIPV鋼板太陽光電模組(24片6吋) 片 台灣 環保署
單結晶矽電池(6吋),5.9,片,片,Taiwan EPA,TW,Taiwan Local,2022,經濟部標準檢驗局,1,單結晶矽電池(6吋) 片 台灣 環保署
玻璃容器,1.15,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,玻璃容器 kg 台灣 環保署
氮氣，99.9999％,0.123,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,氮氣，99.9999％ kg 台灣 環保署
氫氧化鈉，32％,0.667,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,氫氧化鈉，32％ kg 台灣 環保署
氫氧化鈉，45％,0.675,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,氫氧化鈉，45％ kg 台灣 環保署
潤滑油(未燃燒，2020),1.09,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,潤滑油(未燃燒，2020) kg 台灣 環保署
煤油(未燃燒，2020),0.411,l,公升(L),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,煤油(未燃燒，2020) l 台灣 環保署
煤油使用(2020),2.98,l,公升(L),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,煤油使用(2020) l 台灣 環保署
液化石油氣(未燃燒，2020),0.467,l,公升(L),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,液化石油氣(未燃燒，2020) l 台灣 環保署
液化石油氣(於固定源使用，2020),2.22,l,公升(L),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,液化石油氣(於固定源使用，2020) l 台灣 環保署
天然氣(未燃燒，2020),0.516,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,天然氣(未燃燒，2020) m3 台灣 環保署
天然氣(於固定源使用，2020),2.63,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,天然氣(於固定源使用，2020) m3 台灣 環保署
車用汽油(於移動源使用，2020),3.01,l,公升(L),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,車用汽油(於移動源使用，2020) l 台灣 環保署
車用汽油(於固定源使用，2020),2.93,l,公升(L),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,車用汽油(於固定源使用，2020) l 台灣 環保署
車用汽油(未燃燒，2020),0.657,l,公升(L),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,車用汽油(未燃燒，2020) l 台灣 環保署
柴油（於捕撈移動源使用，2020）,3.35,l,公升(L),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,柴油（於捕撈移動源使用，2020） l 台灣 環保署
柴油（於水路運輸移動源使用，2020）,3.36,l,公升(L),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,柴油（於水路運輸移動源使用，2020） l 台灣 環保署
柴油（於鐵路運輸與非道路運輸移動源使用，2020）,3.61,l,公升(L),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,柴油（於鐵路運輸與非道路運輸移動源使用，2020） l 台灣 環保署
柴油(於公路運輸移動源使用，2020),3.38,l,公升(L),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,柴油(於公路運輸移動源使用，2020) l 台灣 環保署
柴油(於固定源使用，2020),3.34,l,公升(L),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,柴油(於固定源使用，2020) l 台灣 環保署
柴油(未燃燒，2020),0.73,l,公升(L),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,柴油(未燃燒，2020) l 台灣 環保署
燃料油未燃燒(蒸餘油/重油未燃燒，2020),0.829,l,公升(L),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,燃料油未燃燒(蒸餘油/重油未燃燒，2020) l 台灣 環保署
燃料油使用(蒸餘油/重油使用，2020),3.95,l,公升(L),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,燃料油使用(蒸餘油/重油使用，2020) l 台灣 環保署
電力間接碳足跡(2020),0.0882,kwh,度(kwh),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,電力間接碳足跡(2020) kwh 台灣 環保署
電力碳足跡(2020),0.59,kwh,度(kwh),Taiwan EPA,TW,Taiwan Local,2022,環境部,1,電力碳足跡(2020) kwh 台灣 環保署
氫氧化鈣(熟石灰),1.59,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,氫氧化鈣(熟石灰) kg 台灣 環保署
精鹽（食用鹽）,0.0688,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,精鹽（食用鹽） kg 台灣 環保署
液化石油氣(於固定源使用，2019),2.22,l,公升(L),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,液化石油氣(於固定源使用，2019) l 台灣 環保署
聚醯胺絲,9.31,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,聚醯胺絲 kg 台灣 環保署
柴油（於鐵路運輸與非道路運輸移動源使用，2019）,3.61,l,公升(L),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,柴油（於鐵路運輸與非道路運輸移動源使用，2019） l 台灣 環保署
天然氣(未燃燒，2019),0.451,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,天然氣(未燃燒，2019) m3 台灣 環保署
聚氯乙烯,3.02,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,聚氯乙烯 kg 台灣 環保署
柴油(於公路運輸移動源使用，2019),3.38,l,公升(L),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,柴油(於公路運輸移動源使用，2019) l 台灣 環保署
天然氣(於固定源使用，2019),2.56,m3,立方公尺(m3),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,天然氣(於固定源使用，2019) m3 台灣 環保署
車用汽油(於移動源使用，2019),3.02,l,公升(L),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,車用汽油(於移動源使用，2019) l 台灣 環保署
潤滑油(未燃燒，2019),1.02,kg,公斤(kg),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,潤滑油(未燃燒，2019) kg 台灣 環保署
車用汽油(於固定源使用，2019),2.93,l,公升(L),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,車用汽油(於固定源使用，2019) l 台灣 環保署
柴油(於固定源使用，2019),3.35,l,公升(L),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,柴油(於固定源使用，2019) l 台灣 環保署
車用汽油(未燃燒，2019),0.66,l,公升(L),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,車用汽油(未燃燒，2019) l 台灣 環保署
柴油(未燃燒，2019),0.733,l,公升(L),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,柴油(未燃燒，2019) l 台灣 環保署
燃料油未燃燒(蒸餘油/重油未燃燒，2019),0.832,l,公升(L),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,燃料油未燃燒(蒸餘油/重油未燃燒，2019) l 台灣 環保署
柴油（於捕撈移動源使用，2019）,3.36,l,公升(L),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,柴油（於捕撈移動源使用，2019） l 台灣 環保署
煤油(未燃燒，2019),0.413,l,公升(L),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,煤油(未燃燒，2019) l 台灣 環保署
燃料油使用(蒸餘油/重油使用，2019),3.95,l,公升(L),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,燃料油使用(蒸餘油/重油使用，2019) l 台灣 環保署
煤油使用(2019),2.98,l,公升(L),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,煤油使用(2019) l 台灣 環保署
柴油（於水路運輸移動源使用，2019）,3.36,l,公升(L),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,柴油（於水路運輸移動源使用，2019） l 台灣 環保署
液化石油氣(未燃燒，2019),0.467,l,公升(L),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,液化石油氣(未燃燒，2019) l 台灣 環保署
電力間接碳足跡 (2019),0.0923,kwh,度(kwh),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,電力間接碳足跡 (2019) kwh 台灣 環保署
電力碳足跡(2019),0.601,kwh,度(kwh),Taiwan EPA,TW,Taiwan Local,2021,環境部,1,電力碳足跡(2019) kwh 台灣 環保署
鳳梨酥,0.194,顆,顆,Taiwan EPA,TW,Taiwan Local,2020,舊振南食品股份有限公司,1,鳳梨酥 顆 台灣 環保署
銀行臨櫃服務,1.41,每服務人次,每服務人次,Taiwan EPA,TW,Taiwan Local,2020,第一商業銀行股份有限公司,1,銀行臨櫃服務 每服務人次 台灣 環保署
洗潔精(4830ml),5.94,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2020,耐斯企業股份有限公司,1,洗潔精(4830ml) 瓶 台灣 環保署
洗潔精(965ml),1.32,瓶,瓶,Taiwan EPA,TW,Taiwan Local,2020,耐斯企業股份有限公司,1,洗潔精(965ml) 瓶 台灣 環保署
人身保險服務,8.05,piece,件,Taiwan EPA,TW,Taiwan Local,2020,南山人壽保險股份有限公司,1,人身保險服務 piece 台灣 環保署
PVC膠帶(0.13mm*18mm*16M),0.28,卷,卷,Taiwan EPA,TW,Taiwan Local,2020,地球綜合工業股份有限公司,1,PVC膠帶(0.13mm*18mm*16M) 卷 台灣 環保署
OPP膠帶(0.043mm*48mm*80M),0.97,卷,卷,Taiwan EPA,TW,Taiwan Local,2020,地球綜合工業股份有限公司,1,OPP膠帶(0.043mm*48mm*80M) 卷 台灣 環保署
PVC膠帶(0.17mm*48mm*12M),0.78,卷,卷,Taiwan EPA,TW,Taiwan Local,2020,地球綜合工業股份有限公司,1,PVC膠帶(0.17mm*48mm*12M) 卷 台灣 環保署
OPP膠帶(0.04mm*48mm*35M),0.52,卷,卷,Taiwan EPA,TW,Taiwan Local,2020,地球綜合工業股份有限公司,1,OPP膠帶(0.04mm*48mm*35M) 卷 台灣 環保署
信用卡,0.873,piece,張,Taiwan EPA,TW,Taiwan Local,2020,玉山商業銀行股份有限公司,1,信用卡 piece 台灣 環保署
環保抽取式衛生紙,0.279,包,包,Taiwan EPA,TW,Taiwan Local,2020,正隆股份有限公司竹北廠,1,環保抽取式衛生紙 包 台灣 環保署
抽取式衛生紙,0.402,包,包,Taiwan EPA,TW,Taiwan Local,2020,正隆股份有限公司竹北廠,1,抽取式衛生紙 包 台灣 環保署
環保抽取式擦手紙巾,0.739,包,包,Taiwan EPA,TW,Taiwan Local,2020,正隆股份有限公司竹北廠,1,環保抽取式擦手紙巾 包 台灣 環保署
